match_id,match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls
T208597,RCB Vs KKR,RCB,GeorgeGarton,3.00,0.00,29.00,0.00,9.66,4.00,3.00,1.00,0.00,0.00
T208597,RCB Vs KKR,RCB,HarshalPatel,4.00,0.00,19.00,2.00,4.75,10.00,1.00,0.00,1.00,0.00
T208597,RCB Vs KKR,RCB,YuzvendraChahal,4.00,0.00,16.00,2.00,4.00,8.00,0.00,0.00,0.00,0.00
T208597,RCB Vs KKR,RCB,GlennMaxwell,3.00,0.00,25.00,0.00,8.33,4.00,2.00,1.00,0.00,0.00
T208597,RCB Vs KKR,RCB,DanChristian,1.40,0.00,29.00,0.00,17.40,1.00,1.00,3.00,2.00,0.00
T201819,Capitals Vs Super Kings,Super Kings,DeepakChahar,3.00,0.00,26.00,0.00,8.66,5.00,4.00,0.00,1.00,0.00
T201819,Capitals Vs Super Kings,Super Kings,JoshHazlewood,4.00,0.00,29.00,2.00,7.25,13.00,4.00,1.00,0.00,0.00
T201819,Capitals Vs Super Kings,Super Kings,ShardulThakur,3.00,0.00,36.00,0.00,12.00,5.00,1.00,3.00,2.00,0.00
T201819,Capitals Vs Super Kings,Super Kings,RavindraJadeja,3.00,0.00,23.00,1.00,7.66,4.00,3.00,0.00,0.00,0.00
T201819,Capitals Vs Super Kings,Super Kings,MoeenAli,4.00,0.00,27.00,1.00,6.75,5.00,0.00,1.00,1.00,0.00
T201819,Capitals Vs Super Kings,Super Kings,DwayneBravo,3.00,0.00,31.00,1.00,10.33,4.00,3.00,1.00,2.00,0.00
T201819,Capitals Vs Super Kings,Capitals,AnrichNortje,4.00,0.00,31.00,1.00,7.75,7.00,4.00,0.00,0.00,0.00
T201819,Capitals Vs Super Kings,Capitals,AveshKhan,4.00,0.00,47.00,1.00,11.75,8.00,5.00,3.00,1.00,0.00
T201819,Capitals Vs Super Kings,Capitals,KagisoRabada,3.00,0.00,23.00,0.00,7.66,5.00,1.00,1.00,0.00,0.00
T201819,Capitals Vs Super Kings,Capitals,AxarPatel,3.00,0.00,23.00,0.00,7.66,7.00,2.00,1.00,0.00,0.00
T201819,Capitals Vs Super Kings,Capitals,TomCurran,3.40,0.00,29.00,3.00,7.90,6.00,3.00,0.00,2.00,0.00
T201819,Capitals Vs Super Kings,Capitals,RavichandranAshwin,2.00,0.00,19.00,0.00,9.50,0.00,2.00,0.00,0.00,0.00
T205942,Capitals Vs RCB,RCB,GlennMaxwell,3.00,0.00,29.00,0.00,9.66,3.00,2.00,1.00,2.00,0.00
T205942,Capitals Vs RCB,RCB,MohammedSiraj,4.00,0.00,25.00,2.00,6.25,11.00,4.00,0.00,0.00,0.00
T205942,Capitals Vs RCB,RCB,GeorgeGarton,3.00,0.00,20.00,0.00,6.66,6.00,2.00,0.00,0.00,1.00
T205942,Capitals Vs RCB,RCB,YuzvendraChahal,4.00,0.00,34.00,1.00,8.50,5.00,1.00,2.00,0.00,0.00
T205942,Capitals Vs RCB,RCB,HarshalPatel,4.00,0.00,34.00,1.00,8.50,8.00,1.00,2.00,3.00,0.00
T205942,Capitals Vs RCB,RCB,DanChristian,2.00,0.00,19.00,1.00,9.50,5.00,2.00,1.00,0.00,0.00
T205942,Capitals Vs RCB,Capitals,AnrichNortje,4.00,0.00,24.00,2.00,6.00,9.00,2.00,0.00,1.00,0.00
T205942,Capitals Vs RCB,Capitals,AveshKhan,4.00,0.00,31.00,0.00,7.75,11.00,2.00,1.00,2.00,0.00
T205942,Capitals Vs RCB,Capitals,AxarPatel,4.00,0.00,39.00,1.00,9.75,8.00,4.00,2.00,0.00,0.00
T205942,Capitals Vs RCB,Capitals,KagisoRabada,4.00,0.00,37.00,0.00,9.25,4.00,3.00,1.00,0.00,0.00
T205942,Capitals Vs RCB,Capitals,RavichandranAshwin,1.00,0.00,11.00,0.00,11.00,1.00,0.00,1.00,0.00,0.00
T205942,Capitals Vs RCB,Capitals,RipalPatel,3.00,0.00,22.00,0.00,7.33,5.00,2.00,0.00,2.00,0.00
T201979,Mumbai Vs Sunrisers,Sunrisers,MohammadNabi,3.00,0.00,33.00,0.00,11.00,3.00,4.00,1.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Sunrisers,SiddarthKaul,4.00,0.00,56.00,0.00,14.00,5.00,10.00,1.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Sunrisers,JasonHolder,4.00,0.00,52.00,4.00,13.00,9.00,6.00,2.00,3.00,0.00
T201979,Mumbai Vs Sunrisers,Sunrisers,UmranMalik,4.00,0.00,48.00,1.00,12.00,7.00,8.00,1.00,1.00,0.00
T201979,Mumbai Vs Sunrisers,Sunrisers,RashidKhan,4.00,0.00,40.00,2.00,10.00,5.00,2.00,3.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Sunrisers,AbhishekSharma,1.00,0.00,4.00,2.00,4.00,4.00,0.00,0.00,1.00,0.00
T201979,Mumbai Vs Sunrisers,Mumbai,TrentBoult,4.00,0.00,30.00,1.00,7.50,8.00,4.00,0.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Mumbai,JaspritBumrah,4.00,0.00,39.00,2.00,9.75,8.00,4.00,0.00,3.00,0.00
T201979,Mumbai Vs Sunrisers,Mumbai,PiyushChawla,4.00,0.00,38.00,1.00,9.50,3.00,3.00,1.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Mumbai,NathanCoulter-Nile,4.00,0.00,40.00,2.00,10.00,7.00,6.00,1.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Mumbai,JamesNeesham,3.00,0.00,28.00,2.00,9.33,5.00,3.00,1.00,0.00,0.00
T201979,Mumbai Vs Sunrisers,Mumbai,KrunalPandya,1.00,0.00,16.00,0.00,16.00,1.00,1.00,1.00,0.00,1.00
T204179,KKR Vs Royals,Royals,JaydevUnadkat,4.00,0.00,35.00,0.00,8.75,8.00,2.00,2.00,1.00,0.00
T204179,KKR Vs Royals,Royals,ChrisMorris,4.00,0.00,28.00,1.00,7.00,12.00,2.00,1.00,3.00,0.00
T204179,KKR Vs Royals,Royals,ChetanSakariya,4.00,0.00,23.00,1.00,5.75,12.00,2.00,1.00,0.00,0.00
T204179,KKR Vs Royals,Royals,MustafizurRahman,4.00,0.00,31.00,0.00,7.75,8.00,2.00,1.00,1.00,0.00
T204179,KKR Vs Royals,Royals,ShivamDube,2.00,0.00,18.00,0.00,9.00,1.00,2.00,0.00,0.00,0.00
T204179,KKR Vs Royals,Royals,RahulTewatia,1.00,0.00,11.00,1.00,11.00,1.00,0.00,1.00,1.00,0.00
T204179,KKR Vs Royals,Royals,GlennPhillips,1.00,0.00,17.00,1.00,17.00,1.00,2.00,1.00,1.00,0.00
T204179,KKR Vs Royals,KKR,ShakibAlHasan,1.00,0.00,1.00,1.00,1.00,5.00,0.00,0.00,0.00,0.00
T204179,KKR Vs Royals,KKR,ShivamMavi,3.10,0.00,21.00,4.00,6.63,10.00,3.00,0.00,0.00,0.00
T204179,KKR Vs Royals,KKR,SunilNarine,4.00,0.00,30.00,0.00,7.50,12.00,1.00,3.00,0.00,0.00
T204179,KKR Vs Royals,KKR,LockieFerguson,4.00,0.00,18.00,3.00,4.50,17.00,3.00,0.00,0.00,0.00
T204179,KKR Vs Royals,KKR,VarunChakravarthy,4.00,0.00,14.00,1.00,3.50,16.00,0.00,1.00,0.00,0.00
T201866,Super Kings Vs Punjab Kings,Punjab Kings,MohammedShami,4.00,0.00,22.00,1.00,5.50,14.00,2.00,1.00,1.00,0.00
T201866,Super Kings Vs Punjab Kings,Punjab Kings,HarpreetBrar,4.00,0.00,22.00,0.00,5.50,12.00,2.00,0.00,2.00,0.00
T201866,Super Kings Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4.00,0.00,35.00,2.00,8.75,6.00,3.00,1.00,1.00,0.00
T201866,Super Kings Vs Punjab Kings,Punjab Kings,ChrisJordan,3.00,0.00,20.00,2.00,6.66,6.00,2.00,0.00,1.00,0.00
T201866,Super Kings Vs Punjab Kings,Punjab Kings,RaviBishnoi,4.00,0.00,25.00,1.00,6.25,10.00,3.00,0.00,1.00,0.00
T201866,Super Kings Vs Punjab Kings,Punjab Kings,MoisesHenriques,1.00,0.00,9.00,0.00,9.00,1.00,1.00,0.00,1.00,0.00
T201866,Super Kings Vs Punjab Kings,Super Kings,DeepakChahar,4.00,0.00,48.00,1.00,12.00,5.00,3.00,3.00,3.00,0.00
T201866,Super Kings Vs Punjab Kings,Super Kings,JoshHazlewood,3.00,0.00,22.00,0.00,7.33,10.00,3.00,1.00,0.00,0.00
T201866,Super Kings Vs Punjab Kings,Super Kings,ShardulThakur,3.00,0.00,28.00,3.00,9.33,10.00,3.00,2.00,0.00,0.00
T201866,Super Kings Vs Punjab Kings,Super Kings,RavindraJadeja,1.00,0.00,9.00,0.00,9.00,2.00,0.00,1.00,0.00,0.00
T201866,Super Kings Vs Punjab Kings,Super Kings,DwayneBravo,2.00,0.00,32.00,0.00,16.00,0.00,0.00,3.00,2.00,0.00
T209992,Sunrisers Vs RCB,RCB,MohammedSiraj,3.00,0.00,17.00,0.00,5.66,11.00,3.00,0.00,1.00,0.00
T209992,Sunrisers Vs RCB,RCB,GeorgeGarton,2.00,0.00,29.00,1.00,14.50,3.00,4.00,1.00,2.00,0.00
T209992,Sunrisers Vs RCB,RCB,ShahbazAhmed,4.00,0.00,21.00,0.00,5.25,7.00,1.00,0.00,0.00,0.00
T209992,Sunrisers Vs RCB,RCB,HarshalPatel,4.00,0.00,33.00,3.00,8.25,8.00,4.00,0.00,0.00,1.00
T209992,Sunrisers Vs RCB,RCB,YuzvendraChahal,4.00,0.00,27.00,1.00,6.75,9.00,1.00,1.00,0.00,0.00
T209992,Sunrisers Vs RCB,RCB,DanChristian,3.00,0.00,14.00,2.00,4.66,8.00,1.00,0.00,0.00,0.00
T209992,Sunrisers Vs RCB,Sunrisers,BhuvneshwarKumar,4.00,0.00,25.00,1.00,6.25,11.00,2.00,1.00,0.00,0.00
T209992,Sunrisers Vs RCB,Sunrisers,JasonHolder,4.00,0.00,27.00,1.00,6.75,11.00,3.00,0.00,2.00,0.00
T209992,Sunrisers Vs RCB,Sunrisers,SiddarthKaul,4.00,1.00,24.00,1.00,6.00,12.00,2.00,1.00,0.00,0.00
T209992,Sunrisers Vs RCB,Sunrisers,UmranMalik,4.00,0.00,21.00,1.00,5.25,11.00,2.00,0.00,0.00,0.00
T209992,Sunrisers Vs RCB,Sunrisers,RashidKhan,4.00,0.00,39.00,1.00,9.75,7.00,3.00,2.00,0.00,0.00
T205599,Royals Vs Mumbai,Mumbai,TrentBoult,4.00,0.00,24.00,0.00,6.00,10.00,1.00,1.00,2.00,0.00
T205599,Royals Vs Mumbai,Mumbai,JayantYadav,2.00,0.00,17.00,0.00,8.50,6.00,2.00,1.00,0.00,0.00
T205599,Royals Vs Mumbai,Mumbai,JaspritBumrah,4.00,0.00,14.00,2.00,3.50,18.00,2.00,0.00,0.00,1.00
T205599,Royals Vs Mumbai,Mumbai,NathanCoulter-Nile,4.00,0.00,14.00,4.00,3.50,16.00,2.00,0.00,0.00,0.00
T205599,Royals Vs Mumbai,Mumbai,JamesNeesham,4.00,0.00,12.00,3.00,3.00,13.00,0.00,0.00,0.00,0.00
T205599,Royals Vs Mumbai,Mumbai,KieronPollard,2.00,0.00,9.00,0.00,4.50,3.00,0.00,0.00,0.00,0.00
T205599,Royals Vs Mumbai,Royals,MustafizurRahman,2.20,0.00,32.00,1.00,13.71,6.00,3.00,2.00,1.00,0.00
T205599,Royals Vs Mumbai,Royals,ChetanSakariya,3.00,1.00,36.00,1.00,12.00,9.00,3.00,2.00,0.00,2.00
T205599,Royals Vs Mumbai,Royals,ShreyasGopal,1.00,0.00,9.00,0.00,9.00,2.00,0.00,1.00,0.00,0.00
T205599,Royals Vs Mumbai,Royals,KuldipYadav,2.00,0.00,16.00,0.00,8.00,5.00,3.00,0.00,0.00,0.00
T207682,Super Kings Vs Capitals,Capitals,AnrichNortje,4.00,0.00,37.00,1.00,9.25,8.00,2.00,1.00,2.00,0.00
T207682,Super Kings Vs Capitals,Capitals,AveshKhan,4.00,0.00,35.00,1.00,8.75,12.00,5.00,1.00,2.00,0.00
T207682,Super Kings Vs Capitals,Capitals,AxarPatel,4.00,0.00,18.00,2.00,4.50,6.00,0.00,0.00,0.00,0.00
T207682,Super Kings Vs Capitals,Capitals,KagisoRabada,4.00,0.00,21.00,0.00,5.25,12.00,3.00,0.00,0.00,0.00
T207682,Super Kings Vs Capitals,Capitals,RavichandranAshwin,4.00,0.00,20.00,1.00,5.00,8.00,0.00,0.00,2.00,0.00
T207682,Super Kings Vs Capitals,Super Kings,DeepakChahar,3.00,0.00,34.00,1.00,11.33,9.00,4.00,2.00,2.00,0.00
T207682,Super Kings Vs Capitals,Super Kings,JoshHazlewood,4.00,0.00,27.00,1.00,6.75,10.00,2.00,1.00,0.00,0.00
T207682,Super Kings Vs Capitals,Super Kings,RavindraJadeja,4.00,0.00,28.00,2.00,7.00,10.00,3.00,0.00,1.00,0.00
T207682,Super Kings Vs Capitals,Super Kings,MoeenAli,3.00,0.00,16.00,0.00,5.33,8.00,0.00,1.00,0.00,0.00
T207682,Super Kings Vs Capitals,Super Kings,ShardulThakur,4.00,0.00,13.00,2.00,3.25,12.00,0.00,0.00,0.00,0.00
T207682,Super Kings Vs Capitals,Super Kings,DwayneBravo,1.40,0.00,20.00,1.00,12.00,4.00,3.00,0.00,3.00,0.00
T207430,Sunrisers Vs KKR,KKR,TimSouthee,4.00,0.00,26.00,2.00,6.50,9.00,3.00,0.00,0.00,0.00
T207430,Sunrisers Vs KKR,KKR,ShivamMavi,4.00,0.00,29.00,2.00,7.25,12.00,5.00,0.00,0.00,1.00
T207430,Sunrisers Vs KKR,KKR,VarunChakravarthy,4.00,0.00,26.00,2.00,6.50,13.00,0.00,3.00,0.00,0.00
T207430,Sunrisers Vs KKR,KKR,ShakibAlHasan,4.00,0.00,20.00,1.00,5.00,10.00,0.00,1.00,0.00,0.00
T207430,Sunrisers Vs KKR,KKR,SunilNarine,4.00,0.00,12.00,0.00,3.00,12.00,0.00,0.00,0.00,0.00
T207430,Sunrisers Vs KKR,Sunrisers,BhuvneshwarKumar,4.00,0.00,20.00,0.00,5.00,14.00,3.00,0.00,0.00,0.00
T207430,Sunrisers Vs KKR,Sunrisers,JasonHolder,4.00,0.00,32.00,2.00,8.00,8.00,5.00,0.00,0.00,0.00
T207430,Sunrisers Vs KKR,Sunrisers,UmranMalik,4.00,0.00,27.00,0.00,6.75,13.00,4.00,0.00,2.00,0.00
T207430,Sunrisers Vs KKR,Sunrisers,RashidKhan,4.00,0.00,23.00,1.00,5.75,13.00,3.00,0.00,0.00,0.00
T207430,Sunrisers Vs KKR,Sunrisers,SiddarthKaul,3.40,0.00,17.00,1.00,4.63,11.00,2.00,0.00,0.00,0.00
T207754,RCB Vs Punjab Kings,Punjab Kings,AidenMarkram,1.00,0.00,5.00,0.00,5.00,4.00,1.00,0.00,0.00,0.00
T207754,RCB Vs Punjab Kings,Punjab Kings,MohammedShami,4.00,0.00,39.00,3.00,9.75,6.00,3.00,2.00,0.00,0.00
T207754,RCB Vs Punjab Kings,Punjab Kings,ArshdeepSingh,3.00,0.00,42.00,0.00,14.00,6.00,3.00,3.00,4.00,0.00
T207754,RCB Vs Punjab Kings,Punjab Kings,RaviBishnoi,4.00,0.00,35.00,0.00,8.75,11.00,3.00,2.00,1.00,0.00
T207754,RCB Vs Punjab Kings,Punjab Kings,HarpreetBrar,4.00,0.00,26.00,0.00,6.50,14.00,0.00,3.00,0.00,0.00
T207754,RCB Vs Punjab Kings,Punjab Kings,MoisesHenriques,4.00,0.00,12.00,3.00,3.00,13.00,0.00,0.00,0.00,0.00
T207754,RCB Vs Punjab Kings,RCB,MohammedSiraj,4.00,0.00,33.00,0.00,8.25,9.00,4.00,1.00,1.00,0.00
T207754,RCB Vs Punjab Kings,RCB,GeorgeGarton,4.00,0.00,27.00,1.00,6.75,10.00,1.00,1.00,2.00,1.00
T207754,RCB Vs Punjab Kings,RCB,ShahbazAhmed,3.00,0.00,29.00,1.00,9.66,4.00,1.00,2.00,0.00,0.00
T207754,RCB Vs Punjab Kings,RCB,HarshalPatel,4.00,0.00,27.00,0.00,6.75,10.00,0.00,2.00,0.00,0.00
T207754,RCB Vs Punjab Kings,RCB,YuzvendraChahal,4.00,0.00,29.00,3.00,7.25,9.00,2.00,1.00,2.00,0.00
T207754,RCB Vs Punjab Kings,RCB,DanChristian,1.00,0.00,11.00,0.00,11.00,1.00,2.00,0.00,0.00,0.00
T205672,Super Kings Vs Royals,Royals,AkashSingh,4.00,0.00,39.00,0.00,9.75,7.00,5.00,1.00,0.00,0.00
T205672,Super Kings Vs Royals,Royals,ChetanSakariya,4.00,0.00,31.00,1.00,7.75,10.00,4.00,0.00,2.00,0.00
T205672,Super Kings Vs Royals,Royals,MustafizurRahman,4.00,0.00,51.00,0.00,12.75,4.00,3.00,4.00,1.00,0.00
T205672,Super Kings Vs Royals,Royals,RahulTewatia,4.00,0.00,39.00,3.00,9.75,5.00,2.00,2.00,2.00,0.00
T205672,Super Kings Vs Royals,Royals,MayankMarkande,3.00,0.00,26.00,0.00,8.66,4.00,2.00,1.00,0.00,0.00
T205672,Super Kings Vs Royals,Royals,GlennPhillips,1.00,0.00,3.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00
T205672,Super Kings Vs Royals,Super Kings,SamCurran,4.00,0.00,55.00,0.00,13.75,4.00,5.00,3.00,2.00,1.00
T205672,Super Kings Vs Royals,Super Kings,JoshHazlewood,4.00,0.00,54.00,0.00,13.50,8.00,7.00,3.00,0.00,0.00
T205672,Super Kings Vs Royals,Super Kings,ShardulThakur,4.00,0.00,30.00,2.00,7.50,11.00,3.00,1.00,2.00,0.00
T205672,Super Kings Vs Royals,Super Kings,KMAsif,2.10,0.00,18.00,1.00,8.30,2.00,1.00,0.00,0.00,1.00
T205672,Super Kings Vs Royals,Super Kings,MoeenAli,2.20,0.00,23.00,0.00,9.85,4.00,1.00,2.00,0.00,0.00
T205672,Super Kings Vs Royals,Super Kings,RavindraJadeja,1.00,0.00,9.00,0.00,9.00,3.00,0.00,1.00,0.00,0.00
T209349,Mumbai Vs Capitals,Capitals,AnrichNortje,4.00,1.00,19.00,1.00,4.75,15.00,3.00,0.00,0.00,0.00
T209349,Mumbai Vs Capitals,Capitals,AveshKhan,4.00,0.00,15.00,3.00,3.75,16.00,2.00,0.00,1.00,0.00
T209349,Mumbai Vs Capitals,Capitals,RavichandranAshwin,4.00,0.00,41.00,1.00,10.25,6.00,2.00,3.00,2.00,0.00
T209349,Mumbai Vs Capitals,Capitals,KagisoRabada,4.00,0.00,33.00,0.00,8.25,9.00,1.00,2.00,1.00,1.00
T209349,Mumbai Vs Capitals,Capitals,AxarPatel,4.00,0.00,21.00,3.00,5.25,8.00,1.00,0.00,1.00,0.00
T209349,Mumbai Vs Capitals,Mumbai,TrentBoult,4.00,0.00,24.00,1.00,6.00,7.00,1.00,0.00,1.00,0.00
T209349,Mumbai Vs Capitals,Mumbai,JayantYadav,4.00,0.00,31.00,1.00,7.75,9.00,2.00,1.00,1.00,0.00
T209349,Mumbai Vs Capitals,Mumbai,KrunalPandya,2.10,0.00,18.00,1.00,8.30,5.00,0.00,2.00,0.00,0.00
T209349,Mumbai Vs Capitals,Mumbai,JaspritBumrah,4.00,0.00,29.00,1.00,7.25,10.00,3.00,1.00,0.00,0.00
T209349,Mumbai Vs Capitals,Mumbai,NathanCoulter-Nile,4.00,0.00,19.00,1.00,4.75,12.00,2.00,0.00,0.00,0.00
T209349,Mumbai Vs Capitals,Mumbai,KieronPollard,1.00,0.00,9.00,0.00,9.00,2.00,1.00,0.00,2.00,0.00
T201051,KKR Vs Punjab Kings,Punjab Kings,FabianAllen,4.00,0.00,38.00,0.00,9.50,5.00,3.00,2.00,0.00,0.00
T201051,KKR Vs Punjab Kings,Punjab Kings,MohammedShami,4.00,0.00,23.00,1.00,5.75,10.00,2.00,0.00,1.00,0.00
T201051,KKR Vs Punjab Kings,Punjab Kings,ArshdeepSingh,4.00,0.00,32.00,3.00,8.00,10.00,2.00,1.00,2.00,0.00
T201051,KKR Vs Punjab Kings,Punjab Kings,NathanEllis,4.00,0.00,46.00,0.00,11.50,4.00,6.00,1.00,1.00,0.00
T201051,KKR Vs Punjab Kings,Punjab Kings,RaviBishnoi,4.00,0.00,22.00,2.00,5.50,9.00,2.00,0.00,0.00,0.00
T201051,KKR Vs Punjab Kings,KKR,TimSouthee,4.00,0.00,40.00,0.00,10.00,5.00,3.00,2.00,1.00,0.00
T201051,KKR Vs Punjab Kings,KKR,ShivamMavi,4.00,0.00,31.00,1.00,7.75,12.00,4.00,1.00,0.00,0.00
T201051,KKR Vs Punjab Kings,KKR,VarunChakravarthy,4.00,0.00,24.00,2.00,6.00,8.00,1.00,1.00,0.00,0.00
T201051,KKR Vs Punjab Kings,KKR,SunilNarine,4.00,0.00,34.00,1.00,8.50,5.00,0.00,2.00,2.00,0.00
T201051,KKR Vs Punjab Kings,KKR,VenkateshIyer,2.30,0.00,30.00,1.00,12.00,2.00,0.00,3.00,0.00,1.00
T201051,KKR Vs Punjab Kings,KKR,NitishRana,1.00,0.00,7.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Super Kings,DeepakChahar,4.00,0.00,32.00,0.00,8.00,9.00,2.00,2.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Super Kings,JoshHazlewood,4.00,0.00,24.00,3.00,6.00,13.00,1.00,2.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Super Kings,ShardulThakur,4.00,0.00,37.00,1.00,9.25,7.00,4.00,0.00,1.00,1.00
T203061,Sunrisers Vs Super Kings,Super Kings,DwayneBravo,4.00,0.00,17.00,2.00,4.25,10.00,0.00,0.00,3.00,0.00
T203061,Sunrisers Vs Super Kings,Super Kings,RavindraJadeja,3.00,0.00,14.00,1.00,4.66,5.00,0.00,0.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Super Kings,MoeenAli,1.00,0.00,5.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Sunrisers,SandeepSharma,3.00,0.00,18.00,0.00,6.00,7.00,1.00,0.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Sunrisers,BhuvneshwarKumar,4.00,0.00,34.00,0.00,8.50,12.00,1.00,3.00,2.00,0.00
T203061,Sunrisers Vs Super Kings,Sunrisers,JasonHolder,4.00,0.00,27.00,3.00,6.75,9.00,3.00,0.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Sunrisers,RashidKhan,4.00,0.00,27.00,1.00,6.75,12.00,3.00,1.00,1.00,0.00
T203061,Sunrisers Vs Super Kings,Sunrisers,SiddarthKaul,2.40,0.00,24.00,0.00,9.00,8.00,2.00,2.00,0.00,0.00
T203061,Sunrisers Vs Super Kings,Sunrisers,AbhishekSharma,2.00,0.00,9.00,0.00,4.50,6.00,1.00,0.00,0.00,0.00
T204742,Royals Vs RCB,RCB,GeorgeGarton,3.00,0.00,30.00,1.00,10.00,9.00,1.00,3.00,1.00,0.00
T204742,Royals Vs RCB,RCB,MohammedSiraj,3.00,0.00,18.00,0.00,6.00,7.00,2.00,0.00,1.00,0.00
T204742,Royals Vs RCB,RCB,GlennMaxwell,2.00,0.00,17.00,0.00,8.50,4.00,1.00,1.00,0.00,0.00
T204742,Royals Vs RCB,RCB,HarshalPatel,4.00,0.00,34.00,3.00,8.50,10.00,4.00,1.00,1.00,0.00
T204742,Royals Vs RCB,RCB,DanChristian,2.00,0.00,21.00,1.00,10.50,3.00,2.00,1.00,0.00,0.00
T204742,Royals Vs RCB,RCB,YuzvendraChahal,4.00,0.00,18.00,2.00,4.50,11.00,0.00,1.00,0.00,0.00
